Feature,Area (nm^2),Area Fraction (%),Roundness,Equivalent Diameter (nm),
131.000000,7118.494491,0.115800,0.892836,95.202672,
132.000000,4728.159073,0.076915,0.886128,77.589169,
133.000000,11340.440176,0.184481,0.853483,120.162793,
134.000000,9029.922637,0.146894,0.771464,107.225252,
135.000000,8280.054672,0.134696,0.937306,102.676643,
136.000000,12168.025549,0.197944,0.834287,124.470122,
137.000000,13527.029956,0.220051,0.827935,131.236997,
138.000000,6563.970281,0.106779,0.902132,91.419399,
139.000000,12226.838722,0.198900,0.840755,124.770568,
140.000000,14608.772258,0.237648,0.805950,136.383527,
141.000000,9559.241200,0.155505,0.942002,110.323179,
142.000000,12041.997319,0.195893,0.935261,123.823855,
143.000000,7452.469299,0.121233,0.912193,97.410362,
144.000000,6370.726996,0.103636,0.911798,90.063653,
145.000000,4247.151331,0.069091,0.876775,73.536665,
146.000000,6120.771008,0.099570,0.830595,88.279146,
147.000000,10926.647489,0.177749,0.837900,117.950158,
148.000000,6559.769340,0.106711,0.905462,91.390140,
149.000000,8872.387350,0.144332,0.873729,106.285815,
150.000000,5971.637603,0.097144,0.925614,87.197048,
151.000000,5297.386576,0.086175,0.895979,82.126987,
152.000000,8109.916562,0.131928,0.806335,101.616271,
153.000000,6009.446072,0.097759,0.672566,87.472649,
154.000000,11481.171698,0.186770,0.932124,120.906087,
155.000000,9029.922637,0.146894,0.938692,107.225252,
